"Rank","Player","FG","FGA","PCT","LG","1-19","20-29","30-39","40-49","50+","XPT","XPA","G","FPTS","FPTS/G","OWN"
"41","Elliott Fry (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"42","Rodrigo Blankenship (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Justin Rohrwasser (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"44","Tyler Bass (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","Sam Sloman (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Tucker McCann (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Lirim Hajrullahu (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"48","Austin MacGinnis (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","Ramiz Ahmed (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Parker Douglass (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"51","Piotr Czech (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"52","Steven Weatherford (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"53","Zac Derr (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"54","Ricky Schmit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"55","Andrew Wellock (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"56","Carlos Martinez (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"57","Garrett Rivas (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"58","Jason Reda (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"59","Mark Hickok (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"60","MacKenzie Hoambrecker (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"61","Saverio Rocca (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"62","Connor Hughes (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"63","Brett Maher (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"64","Andrew Jacas (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"65","Clint Stitser (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"66","Garrett Lindholm (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
""
""
